with: [883, 0.010551598871946847]
reminiscent of: [5, 1.0]
curves: [5, 5.9748577983843984e-05]
women have: [5, 0.13157894736842105]
have curves: [5, 0.019305019305019305]
variety: [5, 5.9748577983843984e-05]
got to: [5, 0.23809523809523808]
least a: [5, 0.1282051282051282]
if only: [5, 0.01893939393939394]
nevertheless: [5, 5.9748577983843984e-05]
jokes: [5, 5.9748577983843984e-05]
spell: [5, 5.9748577983843984e-05]
ballot: [5, 5.9748577983843984e-05]
wild ride: [5, 0.29411764705882354]
exquisite: [5, 5.9748577983843984e-05]
respect for: [5, 0.38461538461538464]
cross: [5, 5.9748577983843984e-05]
observant: [5, 5.9748577983843984e-05]
has all: [5, 0.013192612137203167]
proud: [5, 5.9748577983843984e-05]
live in: [5, 0.25]
politically: [5, 5.9748577983843984e-05]
manhattan: [5, 5.9748577983843984e-05]
executed: [5, 5.9748577983843984e-05]
daily: [5, 5.9748577983843984e-05]
mayhem: [5, 5.9748577983843984e-05]
ideas and: [5, 0.21739130434782608]
ahead of: [5, 0.7142857142857143]
required: [5, 5.9748577983843984e-05]
it's no: [5, 0.008865248226950355]
broken: [5, 5.9748577983843984e-05]
seem to: [5, 0.16666666666666666]
i am: [5, 0.027624309392265192]
nicholson: [5, 5.9748577983843984e-05]
apart from: [5, 0.35714285714285715]
manner of: [5, 0.35714285714285715]
lesser: [5, 5.9748577983843984e-05]
explore: [5, 5.9748577983843984e-05]
fluid: [5, 5.9748577983843984e-05]
authority: [5, 5.9748577983843984e-05]
keep you: [5, 0.10416666666666667]
supporting: [5, 5.9748577983843984e-05]
enthusiastic: [5, 5.9748577983843984e-05]
timeless: [5, 5.9748577983843984e-05]
than anything: [5, 0.01773049645390071]
it's funny: [5, 0.008865248226950355]
performed: [5, 5.9748577983843984e-05]
movie this: [5, 0.00980392156862745]
uncanny: [5, 5.9748577983843984e-05]
forgive: [5, 5.9748577983843984e-05]
builds: [5, 5.9748577983843984e-05]
has never: [5, 0.013192612137203167]
something to: [5, 0.05952380952380952]
be able: [5, 0.011933174224343675]
improbable: [5, 5.9748577983843984e-05]
conservative: [5, 5.9748577983843984e-05]
with nothing: [5, 0.0056625141562853904]
shots: [5, 5.9748577983843984e-05]
laugh-out-loud: [5, 5.9748577983843984e-05]
columbine: [5, 5.9748577983843984e-05]
art of: [5, 0.11904761904761904]
love in: [5, 0.03355704697986577]
attractive: [5, 5.9748577983843984e-05]
encouraging: [5, 5.9748577983843984e-05]
brown sugar: [5, 0.5]
drawing: [5, 5.9748577983843984e-05]
totally: [5, 5.9748577983843984e-05]
maintain: [5, 5.9748577983843984e-05]
with considerable: [5, 0.0056625141562853904]
story as: [5, 0.01953125]
once a: [5, 0.10638297872340426]
you and: [5, 0.010121457489878543]
art and: [5, 0.11904761904761904]
como: [5, 5.9748577983843984e-05]
taking the: [5, 0.29411764705882354]
professional: [5, 5.9748577983843984e-05]
confusing: [5, 5.9748577983843984e-05]
just like: [5, 0.033783783783783786]
tells a: [5, 0.45454545454545453]
with her: [5, 0.0056625141562853904]
wonders: [5, 5.9748577983843984e-05]
ordinary: [5, 5.9748577983843984e-05]
waiting for: [5, 0.8333333333333334]
blue crush: [5, 0.5]
shanghai: [5, 5.9748577983843984e-05]
an era: [5, 0.006631299734748011]
chase: [5, 5.9748577983843984e-05]
seen before: [5, 0.07575757575757576]
determination: [5, 5.9748577983843984e-05]
rings: [4, 4.779886238707519e-05]
r: [4, 4.779886238707519e-05]
biopic: [4, 4.779886238707519e-05]
neurotic: [4, 4.779886238707519e-05]
absolute: [4, 4.779886238707519e-05]
even those: [4, 0.022222222222222223]
has more: [4, 0.010554089709762533]
care of: [4, 0.16]
my cat: [4, 0.06666666666666667]
tenderness: [4, 4.779886238707519e-05]
what really: [4, 0.017777777777777778]
we need: [4, 0.037037037037037035]
probe: [4, 4.779886238707519e-05]
fresh air: [4, 0.11764705882352941]
our lives: [4, 0.05405405405405406]
frighteningly: [4, 4.779886238707519e-05]
connect: [4, 4.779886238707519e-05]
but for: [4, 0.005115089514066497]
those with: [4, 0.03669724770642202]
departure from: [4, 0.8]
points for: [4, 0.3333333333333333]
95: [4, 4.779886238707519e-05]
treasure planet: [4, 0.2857142857142857]
maintains a: [4, 0.5]
however it: [4, 0.3333333333333333]
grandeur and: [4, 0.4444444444444444]
tones: [4, 4.779886238707519e-05]
bow wow: [4, 0.8]
if there's: [4, 0.015151515151515152]
i think: [4, 0.022099447513812154]
funeral: [4, 4.779886238707519e-05]
weddings and: [4, 0.8]
seemed: [4, 4.779886238707519e-05]
static: [4, 4.779886238707519e-05]
distinguished: [4, 4.779886238707519e-05]
best work: [4, 0.024096385542168676]
stunts: [4, 4.779886238707519e-05]
outlandish: [4, 4.779886238707519e-05]
cgi: [4, 4.779886238707519e-05]
happy ending: [4, 0.2222222222222222]
uno: [4, 4.779886238707519e-05]
motown: [4, 4.779886238707519e-05]
film makes: [4, 0.004866180048661801]
everything else: [4, 0.14814814814814814]
real people: [4, 0.0547945205479452]
acknowledges: [4, 4.779886238707519e-05]
kick: [4, 4.779886238707519e-05]
unassuming: [4, 4.779886238707519e-05]
sandra: [4, 4.779886238707519e-05]
grant and: [4, 0.23529411764705882]
snow: [4, 4.779886238707519e-05]
plus: [4, 4.779886238707519e-05]
dose: [4, 4.779886238707519e-05]
dose of: [4, 1.0]
amuse: [4, 4.779886238707519e-05]
finds a: [4, 0.26666666666666666]
hearts of: [4, 0.36363636363636365]
derrida: [4, 4.779886238707519e-05]
fellow: [4, 4.779886238707519e-05]
whether or: [4, 0.15384615384615385]
has always: [4, 0.010554089709762533]
little of: [4, 0.031007751937984496]
layered: [4, 4.779886238707519e-05]
involved in: [4, 0.4]
struggles: [4, 4.779886238707519e-05]
heroes: [4, 4.779886238707519e-05]
invincible: [4, 4.779886238707519e-05]
herzog: [4, 4.779886238707519e-05]
alive and: [4, 0.2857142857142857]
callar: [4, 4.779886238707519e-05]
morvern callar: [4, 0.8]
avoids the: [4, 0.6666666666666666]
bursts: [4, 4.779886238707519e-05]
struggle to: [4, 0.3333333333333333]
heal: [4, 4.779886238707519e-05]
experience and: [4, 0.0784313725490196]
i loved: [4, 0.022099447513812154]
can't wait: [4, 0.09523809523809523]
haneke: [4, 4.779886238707519e-05]
so far: [4, 0.019138755980861243]
rural: [4, 4.779886238707519e-05]
gives you: [4, 0.06779661016949153]
flourishes: [4, 4.779886238707519e-05]
movie the: [4, 0.00784313725490196]
animation and: [4, 0.19047619047619047]
field: [4, 4.779886238707519e-05]
intact: [4, 4.779886238707519e-05]
all is: [4, 0.01384083044982699]
lifts: [4, 4.779886238707519e-05]
promising: [4, 4.779886238707519e-05]
at how: [4, 0.01092896174863388]
its execution: [4, 0.005722460658082976]
steve: [4, 4.779886238707519e-05]
when they: [4, 0.037383177570093455]
double: [4, 4.779886238707519e-05]
enterprise: [4, 4.779886238707519e-05]
sequel to: [4, 0.21052631578947367]
just that: [4, 0.02702702702702703]
term: [4, 4.779886238707519e-05]
picture in: [4, 0.05714285714285714]
pray: [4, 4.779886238707519e-05]
metaphor for: [4, 0.4444444444444444]
gut-wrenching: [4, 4.779886238707519e-05]
unlike most: [4, 0.25]
know the: [4, 0.1]
manner that: [4, 0.2857142857142857]
nine: [4, 4.779886238707519e-05]
obviously: [4, 4.779886238707519e-05]
walk to: [4, 0.5]
legend: [4, 4.779886238707519e-05]
still has: [4, 0.03333333333333333]
him and: [4, 0.11428571428571428]
world and: [4, 0.045454545454545456]
feat: [4, 4.779886238707519e-05]
marks a: [4, 0.3333333333333333]
qualities: [4, 4.779886238707519e-05]
very little: [4, 0.02962962962962963]
midnight: [4, 4.779886238707519e-05]
overcomes: [4, 4.779886238707519e-05]
doses: [4, 4.779886238707519e-05]
sensitivity: [4, 4.779886238707519e-05]
doses of: [4, 1.0]
honesty and: [4, 0.4]
senses: [4, 4.779886238707519e-05]
paints a: [4, 0.8]
us the: [4, 0.02564102564102564]
lucas: [4, 4.779886238707519e-05]
folks who: [4, 0.5714285714285714]
force of: [4, 0.19047619047619047]
optimism: [4, 4.779886238707519e-05]
target audience: [4, 0.5714285714285714]
hoot: [4, 4.779886238707519e-05]
he's not: [4, 0.1111111111111111]
right place: [4, 0.06896551724137931]
tim: [4, 4.779886238707519e-05]
but never: [4, 0.005115089514066497]
absurd: [4, 4.779886238707519e-05]
believed: [4, 4.779886238707519e-05]
sister: [4, 4.779886238707519e-05]
do with: [4, 0.07272727272727272]
harmless: [4, 4.779886238707519e-05]
irish: [4, 4.779886238707519e-05]
fleeting: [4, 4.779886238707519e-05]
faithful to: [4, 0.36363636363636365]
we are: [4, 0.037037037037037035]
have no: [4, 0.015444015444015444]
age and: [4, 0.21052631578947367]
no matter: [4, 0.03333333333333333]
blues: [4, 4.779886238707519e-05]
chiller: [4, 4.779886238707519e-05]
anywhere: [4, 4.779886238707519e-05]
can get: [4, 0.024096385542168676]
past the: [4, 0.16]
roots of: [4, 0.6666666666666666]
not very: [4, 0.010899182561307902]
existence of: [4, 0.6666666666666666]
people are: [4, 0.045454545454545456]
disarming: [4, 4.779886238707519e-05]
environment: [4, 4.779886238707519e-05]
an experience: [4, 0.005305039787798408]
way but: [4, 0.024390243902439025]
analyze: [4, 4.779886238707519e-05]
amazingly: [4, 4.779886238707519e-05]
understands the: [4, 0.4]
fame: [4, 4.779886238707519e-05]
nervous: [4, 4.779886238707519e-05]
gang: [4, 4.779886238707519e-05]
for them: [4, 0.005943536404160475]
peace: [4, 4.779886238707519e-05]
love it: [4, 0.026845637583892617]
queen: [4, 4.779886238707519e-05]
entertainment that: [4, 0.0851063829787234]
sting: [4, 4.779886238707519e-05]
joke: [4, 4.779886238707519e-05]
honor: [4, 4.779886238707519e-05]
get an: [4, 0.058823529411764705]
true story: [4, 0.08695652173913043]
good girl: [4, 0.020202020202020204]
for her: [4, 0.005943536404160475]
purely: [4, 4.779886238707519e-05]
lavish: [4, 4.779886238707519e-05]
admirably: [4, 4.779886238707519e-05]
film can: [4, 0.004866180048661801]
exceedingly: [4, 4.779886238707519e-05]
territory: [4, 4.779886238707519e-05]
guessing: [4, 4.779886238707519e-05]
an absorbing: [4, 0.005305039787798408]
tone poem: [4, 0.13793103448275862]
singular: [4, 4.779886238707519e-05]
denis: [4, 4.779886238707519e-05]
accessible and: [4, 0.3333333333333333]
spin: [4, 4.779886238707519e-05]
greatly: [4, 4.779886238707519e-05]
complex and: [4, 0.13333333333333333]
magical: [4, 4.779886238707519e-05]
entertaining but: [4, 0.043478260869565216]
nostalgia: [4, 4.779886238707519e-05]
jim: [4, 4.779886238707519e-05]
but you'll: [4, 0.005115089514066497]
todd: [4, 4.779886238707519e-05]
faults: [4, 4.779886238707519e-05]
piece that: [4, 0.06896551724137931]
date movie: [4, 0.3076923076923077]
benefits: [4, 4.779886238707519e-05]
zhao: [4, 4.779886238707519e-05]
brimming: [4, 4.779886238707519e-05]
brimming with: [4, 1.0]
could easily: [4, 0.047619047619047616]
individuals: [4, 4.779886238707519e-05]
chronicle: [4, 4.779886238707519e-05]
soft: [4, 4.779886238707519e-05]
mysteries of: [4, 0.5]
lively and: [4, 0.2857142857142857]
i can: [4, 0.022099447513812154]
pumpkin: [4, 4.779886238707519e-05]
an impossible: [4, 0.005305039787798408]
we might: [4, 0.037037037037037035]
peculiar: [4, 4.779886238707519e-05]
direct: [4, 4.779886238707519e-05]
solid and: [4, 0.08888888888888889]
directorial debut: [4, 0.5]
wilde's: [4, 4.779886238707519e-05]
cleverness: [4, 4.779886238707519e-05]
occasional: [4, 4.779886238707519e-05]
rapidly: [4, 4.779886238707519e-05]
every day: [4, 0.0625]
interviews: [4, 4.779886238707519e-05]
sublime: [4, 4.779886238707519e-05]
interesting to: [4, 0.0784313725490196]
pleasure in: [4, 0.14285714285714285]
messy: [4, 4.779886238707519e-05]
original and: [4, 0.07547169811320754]
but you: [4, 0.005115089514066497]
who knows: [4, 0.016194331983805668]
discussion: [4, 4.779886238707519e-05]
for anyone: [4, 0.005943536404160475]
read the: [4, 0.21052631578947367]
had a: [4, 0.1]
been given: [4, 0.041237113402061855]
given a: [4, 0.2222222222222222]
mamet: [4, 4.779886238707519e-05]
rough: [4, 4.779886238707519e-05]
darned: [4, 4.779886238707519e-05]
risk: [4, 4.779886238707519e-05]
choose: [4, 4.779886238707519e-05]
depth and: [4, 0.23529411764705882]
betty: [4, 4.779886238707519e-05]
out for: [4, 0.02247191011235955]
an amusing: [4, 0.005305039787798408]
life on: [4, 0.027777777777777776]
enlightening: [4, 4.779886238707519e-05]
not so: [4, 0.010899182561307902]
watch as: [4, 0.08333333333333333]
make an: [4, 0.026490066225165563]
director who: [4, 0.03361344537815126]
post: [4, 4.779886238707519e-05]
performances that: [4, 0.028985507246376812]
middle-aged: [4, 4.779886238707519e-05]
while this: [4, 0.032520325203252036]
grab: [4, 4.779886238707519e-05]
winds: [4, 4.779886238707519e-05]
actual: [4, 4.779886238707519e-05]
quaid: [4, 4.779886238707519e-05]
marching: [4, 4.779886238707519e-05]
cares: [4, 4.779886238707519e-05]
weak: [4, 4.779886238707519e-05]
perceptive: [4, 4.779886238707519e-05]
freaky: [4, 4.779886238707519e-05]
whole lot: [4, 0.15384615384615385]
mixes: [4, 4.779886238707519e-05]
does the: [4, 0.04]
pianist is: [4, 0.4]
making his: [4, 0.10810810810810811]
nails: [4, 4.779886238707519e-05]
introduction: [4, 4.779886238707519e-05]
as ever: [4, 0.004550625711035267]
strong performances: [4, 0.10526315789473684]
over-the-top: [4, 4.779886238707519e-05]
boisterous: [4, 4.779886238707519e-05]
reveals the: [4, 0.19047619047619047]
we all: [4, 0.037037037037037035]
sundance: [4, 4.779886238707519e-05]
dahmer: [4, 4.779886238707519e-05]
you love: [4, 0.008097165991902834]
international: [4, 4.779886238707519e-05]
back in: [4, 0.0851063829787234]
not all: [4, 0.010899182561307902]
truth and: [4, 0.18181818181818182]
there's nothing: [4, 0.05555555555555555]
metaphorical: [4, 4.779886238707519e-05]
keeps the: [4, 0.19047619047619047]
visual style: [4, 0.10526315789473684]
significance: [4, 4.779886238707519e-05]
hey: [4, 4.779886238707519e-05]
shower: [4, 4.779886238707519e-05]
although it: [4, 0.10810810810810811]
pretension: [4, 4.779886238707519e-05]
sam: [4, 4.779886238707519e-05]
confessions: [4, 4.779886238707519e-05]
may well: [4, 0.028368794326241134]
well be: [4, 0.03418803418803419]
z-boys: [4, 4.779886238707519e-05]
they do: [4, 0.041666666666666664]
menace: [4, 4.779886238707519e-05]
individual: [4, 4.779886238707519e-05]
skillful: [4, 4.779886238707519e-05]
make its: [4, 0.026490066225165563]
bruce: [4, 4.779886238707519e-05]
never feels: [4, 0.03636363636363636]
best movie: [4, 0.024096385542168676]
photo: [4, 4.779886238707519e-05]
flashes: [4, 4.779886238707519e-05]
one hour: [4, 0.01092896174863388]
flashes of: [4, 1.0]
eerie: [4, 4.779886238707519e-05]
matthew: [4, 4.779886238707519e-05]
for both: [4, 0.005943536404160475]
niro and: [4, 0.4444444444444444]
nonsense: [4, 4.779886238707519e-05]
potter: [4, 4.779886238707519e-05]
spiced: [4, 4.779886238707519e-05]
spiced with: [4, 1.0]
virtues of: [4, 0.6666666666666666]
but then: [4, 0.005115089514066497]
open-ended: [4, 4.779886238707519e-05]
refuses: [4, 4.779886238707519e-05]
refuses to: [4, 1.0]
adventure for: [4, 0.13333333333333333]
polished and: [4, 0.3076923076923077]
antics: [4, 4.779886238707519e-05]
what will: [4, 0.017777777777777778]
vulgar: [4, 4.779886238707519e-05]
vietnamese: [4, 4.779886238707519e-05]
camps: [4, 4.779886238707519e-05]
disney's: [4, 4.779886238707519e-05]
live-action: [4, 4.779886238707519e-05]
they have: [4, 0.041666666666666664]
moments in: [4, 0.06557377049180328]
clear of: [4, 0.3076923076923077]
fans and: [4, 0.0975609756097561]
sunday: [4, 4.779886238707519e-05]
bloody sunday: [4, 0.5714285714285714]
theatre: [4, 4.779886238707519e-05]
recalls: [4, 4.779886238707519e-05]
lee's: [4, 4.779886238707519e-05]
revelation: [4, 4.779886238707519e-05]
not nearly: [4, 0.010899182561307902]
scored: [4, 4.779886238707519e-05]
acted and: [4, 0.17391304347826086]
beautifully shot: [4, 0.09090909090909091]
self-deprecating: [4, 4.779886238707519e-05]
before but: [4, 0.1]
restrained: [4, 4.779886238707519e-05]
can make: [4, 0.024096385542168676]
very human: [4, 0.02962962962962963]
it's fun: [4, 0.0070921985815602835]
fun but: [4, 0.035398230088495575]
super: [4, 4.779886238707519e-05]
he'll: [4, 4.779886238707519e-05]
sandler: [4, 4.779886238707519e-05]
distant: [4, 4.779886238707519e-05]
felt like: [4, 0.23529411764705882]
predictably: [4, 4.779886238707519e-05]
what might: [4, 0.017777777777777778]
susan: [4, 4.779886238707519e-05]
phenomenal: [4, 4.779886238707519e-05]
]: [4, 4.779886238707519e-05]
through its: [4, 0.043478260869565216]
grown: [4, 4.779886238707519e-05]
innocence and: [4, 0.5]
experience it: [4, 0.0784313725490196]
monsoon: [4, 4.779886238707519e-05]
monsoon wedding: [4, 1.0]
quite funny: [4, 0.07017543859649122]
yet it: [4, 0.0547945205479452]
been made: [4, 0.041237113402061855]
with great: [4, 0.004530011325028313]
thousands of: [4, 0.6666666666666666]
an irresistible: [4, 0.005305039787798408]
integrity of: [4, 0.4444444444444444]
few films: [4, 0.07142857142857142]
commerce: [4, 4.779886238707519e-05]
kaufman's: [4, 4.779886238707519e-05]
head and: [4, 0.23529411764705882]
your own: [4, 0.02962962962962963]
allows the: [4, 0.23529411764705882]
realized: [4, 4.779886238707519e-05]
observation: [4, 4.779886238707519e-05]
intent: [4, 4.779886238707519e-05]
almost every: [4, 0.07547169811320754]
be in: [4, 0.00954653937947494]
at this: [4, 0.01092896174863388]
reggio's: [4, 4.779886238707519e-05]
task: [4, 4.779886238707519e-05]
who don't: [4, 0.016194331983805668]
went: [4, 4.779886238707519e-05]
it's more: [4, 0.0070921985815602835]
that's not: [4, 0.0425531914893617]
always a: [4, 0.07407407407407407]
life is: [4, 0.027777777777777776]
zhang: [4, 4.779886238707519e-05]
people's: [4, 4.779886238707519e-05]
spaces: [4, 4.779886238707519e-05]
themselves and: [4, 0.2222222222222222]
goals: [4, 4.779886238707519e-05]
conveys: [4, 4.779886238707519e-05]
manipulative: [4, 4.779886238707519e-05]
kids will: [4, 0.08695652173913043]
camp: [4, 4.779886238707519e-05]
pays off: [4, 0.6666666666666666]
lean: [4, 4.779886238707519e-05]
neighborhood: [4, 4.779886238707519e-05]
fascinating documentary: [4, 0.06779661016949153]
serviceable: [4, 4.779886238707519e-05]
liked it: [4, 0.3333333333333333]
achieves a: [4, 0.4444444444444444]
balance of: [4, 0.3333333333333333]
wallop: [4, 4.779886238707519e-05]
dickens': [4, 4.779886238707519e-05]
mcgrath's: [4, 4.779886238707519e-05]
connections: [4, 4.779886238707519e-05]
evoke: [4, 4.779886238707519e-05]
emperor's: [4, 4.779886238707519e-05]
steeped in: [4, 0.8]
atmosphere of: [4, 0.36363636363636365]
it's definitely: [4, 0.0070921985815602835]
resourceful: [4, 4.779886238707519e-05]
antwone: [4, 4.779886238707519e-05]
antwone fisher: [4, 1.0]
an earnest: [4, 0.005305039787798408]
scope and: [4, 0.5]
editing: [4, 4.779886238707519e-05]
lifestyle: [4, 4.779886238707519e-05]
japan: [4, 4.779886238707519e-05]
elevated: [4, 4.779886238707519e-05]
elevated by: [4, 1.0]
contemplative: [4, 4.779886238707519e-05]
us into: [4, 0.02564102564102564]
quieter: [4, 4.779886238707519e-05]
old-school: [4, 4.779886238707519e-05]
experience of: [4, 0.0784313725490196]
fragile: [4, 4.779886238707519e-05]
begins with: [4, 0.23529411764705882]
definitely a: [4, 0.2]
seriousness: [4, 4.779886238707519e-05]
dickens: [4, 4.779886238707519e-05]
that's what: [4, 0.0425531914893617]
tortured: [4, 4.779886238707519e-05]
zealand: [4, 4.779886238707519e-05]
new zealand: [4, 0.03636363636363636]
animated feature: [4, 0.16]
feature film: [4, 0.10526315789473684]
with plenty: [4, 0.004530011325028313]
budget: [4, 4.779886238707519e-05]
liberal: [4, 4.779886238707519e-05]
effects of: [4, 0.15384615384615385]
should have: [4, 0.05970149253731343]
found a: [4, 0.19047619047619047]
angry: [4, 4.779886238707519e-05]
far less: [4, 0.06153846153846154]
than he: [4, 0.014184397163120567]
resonate: [4, 4.779886238707519e-05]
marginal: [4, 4.779886238707519e-05]
set of: [4, 0.16]
great one: [4, 0.0380952380952381]
punch-drunk: [4, 4.779886238707519e-05]
punch-drunk love: [4, 1.0]
than i: [4, 0.014184397163120567]
holds the: [4, 0.3076923076923077]
together with: [4, 0.08695652173913043]
blunt: [4, 4.779886238707519e-05]
symbolic: [4, 4.779886238707519e-05]
an incredibly: [4, 0.005305039787798408]
brings a: [4, 0.17391304347826086]
equivalent of: [4, 0.8]
beautifully acted: [4, 0.09090909090909091]
veneer: [4, 4.779886238707519e-05]
between a: [4, 0.05194805194805195]
time for: [4, 0.02531645569620253]
athletes: [4, 4.779886238707519e-05]
kevin: [4, 4.779886238707519e-05]
napoleon: [4, 4.779886238707519e-05]
movies but: [4, 0.036036036036036036]
characters to: [4, 0.027777777777777776]
cartoons: [4, 4.779886238707519e-05]
time when: [4, 0.02531645569620253]
uniquely: [4, 4.779886238707519e-05]
favorite: [4, 4.779886238707519e-05]
made about: [4, 0.047619047619047616]
but if: [4, 0.005115089514066497]
sincerity: [4, 4.779886238707519e-05]
risks: [4, 4.779886238707519e-05]
youthful: [4, 4.779886238707519e-05]
religious: [4, 4.779886238707519e-05]
an example: [4, 0.005305039787798408]
process of: [4, 0.2]
being earnest: [4, 0.05333333333333334]
closely: [4, 4.779886238707519e-05]
warner: [4, 4.779886238707519e-05]
ice age: [4, 0.4444444444444444]
before the: [4, 0.1]
anchored: [4, 4.779886238707519e-05]
hawn: [4, 4.779886238707519e-05]
at their: [4, 0.01092896174863388]
downbeat: [4, 4.779886238707519e-05]
darkness: [4, 4.779886238707519e-05]
nonstop: [4, 4.779886238707519e-05]
starts out: [4, 0.4444444444444444]
cho: [4, 4.779886238707519e-05]
appears to: [4, 0.5714285714285714]
quite the: [4, 0.07017543859649122]
american film: [4, 0.05714285714285714]
film comes: [4, 0.004866180048661801]
accomplishes: [4, 4.779886238707519e-05]
game of: [4, 0.2222222222222222]
gyllenhaal: [4, 4.779886238707519e-05]
bitter: [4, 4.779886238707519e-05]
risky: [4, 4.779886238707519e-05]
possess: [4, 4.779886238707519e-05]
loose: [4, 4.779886238707519e-05]
speak: [4, 4.779886238707519e-05]
ourselves: [4, 4.779886238707519e-05]
beautiful and: [4, 0.08888888888888889]
aside from: [4, 0.5]
afloat: [4, 4.779886238707519e-05]
brave: [4, 4.779886238707519e-05]
there's an: [4, 0.05555555555555555]
romp that: [4, 0.4444444444444444]
capacity: [4, 4.779886238707519e-05]
heat: [4, 4.779886238707519e-05]
even in: [4, 0.022222222222222223]
movie for: [4, 0.00784313725490196]
informative: [4, 4.779886238707519e-05]
that's all: [4, 0.0425531914893617]
all too: [4, 0.01384083044982699]
out but: [4, 0.02247191011235955]
touching and: [4, 0.0975609756097561]
aimed at: [4, 0.6666666666666666]
film not: [4, 0.004866180048661801]
ever had: [4, 0.04878048780487805]
screenwriter: [4, 4.779886238707519e-05]
friend: [4, 4.779886238707519e-05]
sum: [4, 4.779886238707519e-05]
examine: [4, 4.779886238707519e-05]
spellbinding: [4, 4.779886238707519e-05]
implies: [4, 4.779886238707519e-05]
order: [4, 4.779886238707519e-05]
chaos: [4, 4.779886238707519e-05]
don't think: [4, 0.06557377049180328]
film since: [4, 0.004866180048661801]
robin: [4, 4.779886238707519e-05]
he's been: [4, 0.1111111111111111]
jacquot: [4, 4.779886238707519e-05]
core of: [4, 0.4444444444444444]
i've ever: [4, 0.23529411764705882]
comedies that: [4, 0.18181818181818182]
scathing: [4, 4.779886238707519e-05]
taps into: [4, 0.8]
presents a: [4, 0.3076923076923077]
indictment of: [4, 0.6666666666666666]
idealism: [4, 4.779886238707519e-05]
charm to: [4, 0.09090909090909091]
recording: [4, 4.779886238707519e-05]
michel: [4, 4.779886238707519e-05]
inviting: [4, 4.779886238707519e-05]
no easy: [4, 0.03333333333333333]
easy answers: [4, 0.125]
portrays: [4, 4.779886238707519e-05]
fact that: [4, 0.26666666666666666]
devices: [4, 4.779886238707519e-05]
front of: [4, 0.5]
cliches and: [4, 0.3076923076923077]
girl is: [4, 0.16]
art-house: [4, 4.779886238707519e-05]
machine: [4, 4.779886238707519e-05]
critics: [4, 4.779886238707519e-05]
under your: [4, 0.11764705882352941]
your skin: [4, 0.02962962962962963]
production design: [4, 0.23529411764705882]
actors and: [4, 0.08163265306122448]
their roles: [4, 0.022857142857142857]
anger: [4, 4.779886238707519e-05]
byler: [4, 4.779886238707519e-05]
antidote: [4, 4.779886238707519e-05]
sprightly: [4, 4.779886238707519e-05]
elegance: [4, 4.779886238707519e-05]
lyricism: [4, 4.779886238707519e-05]
provocative and: [4, 0.23529411764705882]
films it: [4, 0.03669724770642202]
rhythms of: [4, 0.4444444444444444]
lo: [4, 4.779886238707519e-05]
sin: [4, 4.779886238707519e-05]
display: [4, 4.779886238707519e-05]
light-hearted: [4, 4.779886238707519e-05]
101: [4, 4.779886238707519e-05]
all a: [4, 0.01384083044982699]
often very: [4, 0.05194805194805195]
earns: [4, 4.779886238707519e-05]
false: [4, 4.779886238707519e-05]
along the: [4, 0.15384615384615385]
lathan: [4, 4.779886238707519e-05]
diggs: [4, 4.779886238707519e-05]
not least: [4, 0.010899182561307902]
chew: [4, 4.779886238707519e-05]
colorful and: [4, 0.21052631578947367]
heady: [4, 4.779886238707519e-05]
an exploration: [4, 0.005305039787798408]
what was: [4, 0.017777777777777778]
entry: [4, 4.779886238707519e-05]
never fails: [4, 0.03636363636363636]
fails to: [4, 0.6666666666666666]
spark: [4, 4.779886238707519e-05]
transporting: [4, 4.779886238707519e-05]
companion: [4, 4.779886238707519e-05]
emerging: [4, 4.779886238707519e-05]
los: [4, 4.779886238707519e-05]
an elegant: [4, 0.005305039787798408]
bunch of: [4, 0.8]
ignored: [4, 4.779886238707519e-05]
stretches: [4, 4.779886238707519e-05]
limits: [4, 4.779886238707519e-05]
intense and: [4, 0.26666666666666666]
expense: [4, 4.779886238707519e-05]
expense of: [4, 1.0]
fighting: [4, 4.779886238707519e-05]
at all: [4, 0.01092896174863388]
sits: [4, 4.779886238707519e-05]
stuart little: [4, 0.8]
interest in: [4, 0.25]
prison: [4, 4.779886238707519e-05]
you find: [4, 0.008097165991902834]
believes: [4, 4.779886238707519e-05]
dense: [4, 4.779886238707519e-05]
hybrid: [4, 4.779886238707519e-05]
one in: [4, 0.01092896174863388]
takes you: [4, 0.07692307692307693]
action and: [4, 0.06896551724137931]
shoulders: [4, 4.779886238707519e-05]
compelling and: [4, 0.05714285714285714]
hopefully: [4, 4.779886238707519e-05]
starring: [4, 4.779886238707519e-05]
breakthrough: [4, 4.779886238707519e-05]
made but: [4, 0.047619047619047616]
demented: [4, 4.779886238707519e-05]
sex and: [4, 0.18181818181818182]
virtually: [4, 4.779886238707519e-05]
nothing more: [4, 0.07692307692307693]
odyssey: [4, 4.779886238707519e-05]
turning: [4, 4.779886238707519e-05]
cheer: [4, 4.779886238707519e-05]
can see: [4, 0.024096385542168676]
classics: [4, 4.779886238707519e-05]
beats: [4, 4.779886238707519e-05]
wind: [4, 4.779886238707519e-05]
greatness: [4, 4.779886238707519e-05]
but an: [4, 0.005115089514066497]
context: [4, 4.779886238707519e-05]
isn't as: [4, 0.06451612903225806]
personalities: [4, 4.779886238707519e-05]
cutting: [4, 4.779886238707519e-05]
perverse: [4, 4.779886238707519e-05]
photography and: [4, 0.5]
